x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,volume ,eccentricity,min_area
0.7365,-0.4975,-0.6345,-0.1155,0.2445,-0.8405,0.5105,0.6235,0.8515,0.9855,11.82707279,0.794769307,0.012147976
-0.5895,0.7065,0.2625,-0.6955,-0.7555,0.5785,0.4585,-0.4845,-0.8575,-0.8355,11.71699548,0.473574703,0.16181716
0.2085,-0.3445,0.1465,0.0245,-0.4575,0.5975,0.3665,0.5815,0.9355,0.4565,11.71850467,0.696536205,0.001159935
0.2605,-0.2525,0.4325,0.8915,-0.2085,-0.3455,-0.9245,0.5135,0.2955,0.8155,11.73230509,0.790792915,0.043551292
0.5705,-0.6265,-0.0225,-0.8645,-0.2565,0.8915,-0.9665,0.4155,0.7335,-0.5765,11.99947988,0.637505508,0.141554079
0.6785,-0.3695,-0.0725,-0.4715,0.2905,0.8425,0.1735,-0.3085,0.5665,0.2695,11.73040376,0.280827118,0.027461914
-0.2505,-0.2505,-0.1185,-0.0185,-0.1325,0.8605,-0.3525,0.8875,-0.5235,-0.5195,12.03831476,0.713468361,0.094916777
0.5815,0.4135,0.0255,-0.5765,0.9345,-0.1535,-0.3485,0.8585,0.0425,-0.1785,11.73530931,0.57227576,0.049327197
0.2965,0.6935,-0.2775,-0.4385,0.7865,-0.6205,0.5355,0.8295,0.8295,-0.5165,11.71750228,0.747387757,0.156514184
0.5725,-0.1335,-0.2955,0.4005,0.3905,0.4685,0.5435,-0.5565,-0.4345,-0.2905,11.72637014,0.524309207,0
-0.3285,-0.4775,-0.9985,-0.3115,-0.6155,-0.7945,-0.9775,0.2645,-0.2365,-0.5785,11.72214792,0.787645944,0
-0.4195,0.8945,0.9825,0.8075,-0.8295,0.0815,-0.4585,0.0015,0.5535,-0.8205,11.91841782,0.312316169,0.006939193
-0.6645,0.7905,-0.0255,0.9155,-0.1175,-0.6595,-0.5755,0.3235,-0.0655,0.0215,11.73075561,0.461970357,0.004932559
-0.6465,0.6785,0.8105,-0.8405,-0.7085,-0.8795,0.7945,0.3005,-0.5905,-0.8745,11.71577771,0.371575408,0.142890485
-0.3235,0.1545,-0.1235,0.0825,-0.9975,0.1615,0.6645,0.7865,0.5435,0.4375,11.93572168,0.844688503,0.010577026
0.1345,-0.9445,0.6245,0.9265,-0.2515,0.1675,0.3115,-0.3555,-0.6095,-0.0745,11.74935425,0.264770363,0.009487639
0.1705,0.9325,0.2765,-0.0575,-0.9835,-0.1375,-0.8265,0.7225,-0.0285,0.4525,11.72091483,0.892750993,0.008866203
-0.0985,0.5655,-0.7595,-0.7885,0.2285,0.0225,0.9075,0.5255,-0.7595,0.8745,11.88492285,0.774917327,0.143422338
0.9895,-0.5315,-0.8925,0.6475,0.1865,0.5465,-0.9825,-0.3435,0.7365,-0.4595,11.74568251,0.601316502,0.046519722
0.1565,0.5785,0.8415,0.8675,-0.2015,-0.5715,0.6075,-0.8245,0.4105,-0.3255,11.71946408,0.854860087,0.002966786
0.4155,0.3205,0.9795,-0.7995,0.9735,-0.0675,-0.4235,0.4455,0.9505,-0.6375,11.74179956,0.171813336,0.137329324
0.3915,0.6755,0.6095,0.3245,-0.1365,-0.0905,0.5945,-0.9225,-0.0385,0.2685,11.74634949,0.722805047,0
-0.0085,0.2185,0.5555,-0.0585,-0.8505,0.5535,-0.4215,0.6635,-0.0045,-0.2135,11.80466839,0.590240464,0.004577927
0.2805,0.2515,-0.2515,-0.7815,-0.4205,0.5965,-0.8865,0.7665,-0.5555,0.1835,11.75199807,1.001421924,0.051184599
0.4415,0.4895,0.9675,0.1025,0.4685,-0.3305,0.2045,-0.8195,0.1905,0.4835,11.88247103,0.562094424,0.1401319
-0.5695,0.8905,-0.4795,-0.5335,-0.6045,0.1875,0.6205,0.5775,-0.0155,-0.9135,11.74866686,0.450131198,0.14920843
0.6755,-0.4695,-0.2525,0.3055,-0.3875,-0.4755,-0.4975,-0.5385,0.0595,-0.4845,11.78364813,0.640607959,0.050878794
0.7225,0.7975,-0.4415,0.8755,-0.0905,-0.3655,-0.1575,-0.7825,0.6115,0.7325,12.0793595,0.47140257,0.155969938
-0.6395,0.9485,0.7325,0.9835,-0.0285,0.7495,0.2395,-0.0915,0.9735,-0.0955,11.72065688,0.376853655,0.027843332
0.8155,-0.4635,-0.4425,0.0035,-0.8285,0.5385,0.3575,0.1655,0.1135,0.7815,11.7441234,0.384824128,0.024505153
-0.8795,-0.6435,0.8375,0.1635,0.5425,0.6085,-0.9875,-0.2215,-0.0065,-0.8975,11.73936013,0.709286448,0.002276837
-0.7635,-0.2845,0.3505,-0.1035,-0.4935,0.2305,-0.3225,-0.9245,0.7525,-0.0335,11.74335303,0.6508003,0.081697603
0.2095,-0.0115,0.8305,-0.5655,-0.6125,0.0865,-0.1775,-0.1915,-0.9615,-0.2255,11.76327257,0.419684581,0
0.1495,-0.9085,-0.2065,-0.4545,0.9405,-0.7335,-0.7935,0.7105,0.9225,0.7825,11.73482452,0.659962884,0.143508289
-0.7665,0.1725,0.7095,0.5245,-0.0845,-0.7965,0.0135,0.4105,0.3765,0.0975,11.76472761,0.253152519,0.145761956
0.2655,-0.1205,-0.8445,0.8985,-0.9115,-0.7155,-0.2435,0.4405,0.2845,-0.9975,11.73157643,0.185679599,0.124155052
-0.4545,0.4055,-0.3885,0.1915,0.1845,0.4815,0.4005,-0.7335,0.0535,0.5635,11.73136231,0.470487913,0.127273682
-0.4005,-0.3185,0.5365,0.5155,0.9955,0.7375,-0.0065,0.6595,-0.3585,-0.5545,11.75824211,0.402287518,0.060377556
0.9395,0.8435,-0.2705,-0.3185,0.2425,-0.6625,0.7895,0.1085,0.7405,-0.0185,11.74324327,0.731677959,0.001581332
-0.4795,0.2635,-0.7305,0.3445,-0.0315,-0.6695,-0.1445,-0.1725,-0.0395,-0.7655,11.73851428,0.358867315,0.027480789
-0.9075,0.2545,-0.0325,-0.1875,0.3375,0.1605,0.9995,-0.0685,-0.2125,0.6375,11.84754244,0.70962323,0.120900699
0.7815,-0.0655,0.3615,-0.5205,0.4075,-0.2495,0.4885,-0.0575,0.7135,-0.1535,11.73945189,0.539831564,0.007298253
0.2135,-0.8355,-0.8585,0.6095,-0.5595,-0.9145,0.4475,-0.2455,-0.0185,0.7525,11.71613073,0.275689155,0.043277949
-0.4635,-0.3365,-0.7095,-0.3435,0.7745,-0.1435,-0.8275,-0.7575,-0.0735,-0.0045,11.7568676,0.76318986,0.017694587
-0.0265,-0.7155,-0.5205,0.0085,0.8175,-0.5285,0.3965,0.7805,0.5595,-0.1445,11.73008138,0.663690175,0
-0.6405,-0.9815,0.9635,0.0895,-0.4685,-0.7255,0.0915,-0.8445,-0.5585,-0.5525,11.7411771,0.778008962,0.000886908
-0.9415,0.2225,-0.5725,0.6115,-0.7145,-0.1365,0.4155,-0.9135,-0.5875,0.5405,11.75821278,0.553294918,0.12807592
0.8795,0.2175,-0.3695,-0.9145,-0.8425,0.9295,0.7355,-0.7425,0.6935,-0.0675,12.01225027,0.788002605,0.013031958
0.1285,0.2295,-0.2405,0.3695,0.1595,-0.2175,0.4145,-0.8755,-0.5735,0.0555,11.84221111,0.66583683,0.132243437
0.4975,0.3785,0.6325,0.8325,0.3755,0.9945,-0.8095,0.5095,0.9455,0.6715,11.78387602,0.675469756,0.136654028
0.6635,0.6485,-0.8605,-0.2075,0.7005,0.7095,-0.1405,-0.6005,0.8605,-0.1405,11.72897877,0.414554149,0.04885969
0.3095,-0.7795,-0.0695,0.0455,-0.5985,0.9895,-0.0455,0.1585,-0.7945,0.3605,11.71825745,0.373206695,0.006536209
-0.7295,0.3055,-0.3345,-0.6235,0.7605,-0.8325,-0.0415,-0.4245,0.8615,-0.7705,11.73181589,0.575519904,0.009428024
-0.9695,0.5235,0.4535,-0.9835,0.7615,0.7415,-0.2305,0.1535,-0.8315,-0.5185,11.72087252,0.282130625,0.00206388
0.1645,0.9805,0.3655,0.2705,0.0855,-0.6145,-0.6195,-0.8145,0.1425,-0.7585,11.73434516,0.882248225,0.003681446
-0.1965,0.4815,0.2305,-0.0145,0.9315,0.1715,-0.9335,-0.3125,0.2635,0.3665,11.74166264,0.53435011,0.116154909
0.2485,-0.1465,0.8035,0.4475,0.7065,0.4555,-0.6515,-0.6725,0.1305,-0.8115,11.80444666,0.710940015,0.016263858
0.0645,0.0955,0.4345,0.9105,-0.3355,0.2425,-0.1975,0.1855,-0.0135,0.2755,11.74271152,0.269239019,0.004052184
-0.9375,0.1145,0.7825,0.0745,-0.7075,-0.4695,-0.2595,0.9855,0.2395,0.7805,11.82262372,0.844244704,0.152583666
0.8415,-0.6565,-0.7835,-0.4205,0.4725,0.9095,0.3065,0.4165,-0.0695,-0.4145,11.79310618,0.359457387,0.000195225
0.3125,0.8865,0.1065,-0.7755,-0.1805,-0.5895,-0.2935,-0.3295,0.1015,0.4605,11.8184744,0.268252731,0
0.1005,-0.5895,-0.6685,-0.9745,0.5655,0.3585,0.9175,0.3985,0.0755,0.9475,11.83291489,0.88187553,0.045937669
-0.0525,0.6555,0.0565,-0.9595,0.6065,-0.9225,-0.2395,0.4515,0.4545,-0.5365,11.72784854,0.123061708,0.046202306
-0.6615,0.5905,0.7425,0.8805,-0.9665,-0.9635,0.7125,-0.1795,0.6265,0.4725,11.8871032,0.570405168,0.002312422
0.4115,-0.3005,0.4775,0.9745,0.6245,0.9125,0.9815,0.9555,-0.4215,-0.4065,12.2218778,0.997589083,0.133025681
0.4035,-0.0635,-0.7845,0.6965,0.4345,-0.1775,0.8385,-0.9415,0.0855,-0.9335,11.7226491,1.087316395,0.137663424
0.3015,-0.6925,-0.4745,0.7905,0.2865,0.5505,-0.2195,-0.4185,-0.1765,0.5045,11.71952493,0.217400188,6.21E-05
-0.5595,0.3815,-0.5195,-0.2695,-0.4905,-0.2555,0.7595,0.9075,0.9205,-0.5845,11.7157831,0.841120439,0.135179242
-0.6435,-0.0095,-0.0945,0.2925,0.9195,-0.7135,-0.0595,-0.5435,-0.5995,-0.9925,11.72242318,0.661300756,0.000371068
0.3155,-0.6005,-0.0165,0.2435,-0.9615,0.5935,0.5025,-0.2055,-0.1305,0.3625,11.78783052,0.247746504,0.020240049
-0.6305,-0.1075,-0.3845,-0.9005,0.2735,0.1495,0.3745,0.3105,-0.2995,0.4155,11.79584387,0.392353741,0.034926988
-0.3225,-0.1705,-0.3245,-0.8755,0.8805,-0.6675,0.4815,0.9185,-0.1025,-0.0305,11.7414332,0.70193103,0
-0.6055,-0.0845,0.5935,-0.2015,-0.6695,-0.5635,-0.9265,0.1355,0.1385,-0.9105,11.85528769,0.697175708,0.120920083
-0.7675,0.6565,0.0985,0.4365,-0.2745,-0.5135,0.7105,-0.1585,-0.9255,-0.8285,11.83051921,0.442138986,0.154418072
-0.0885,-0.8145,0.4435,-0.8765,-0.8725,0.3565,-0.6935,-0.8295,-0.3785,-0.3995,11.75069453,0.905581099,0.005503802
0.8445,0.9915,0.8765,-0.6475,0.5865,0.1395,-0.9175,0.0205,0.1985,-0.1705,11.72563837,0.549249958,0.155068404
-0.7355,0.7655,-0.8645,-0.3865,0.8235,0.6815,-0.6605,0.7175,-0.8725,0.0785,11.77639683,0.819456678,0.00614786
0.1205,0.7035,-0.4345,-0.8065,0.7775,-0.0945,0.8415,-0.4915,-0.6865,-0.9485,12.05216787,0.78283038,0.135631033
0.0895,-0.0245,-0.9145,-0.6215,-0.1885,0.7905,0.8795,0.8175,-0.6295,0.7485,11.77184363,0.93251231,0.125651422
-0.4415,-0.2015,-0.7345,0.4325,-0.2295,0.8235,0.6065,0.7645,0.0705,0.6805,11.71955395,0.861437055,0.060692559
-0.9505,-0.6345,0.4075,0.9215,0.0135,0.1345,0.2005,-0.3625,0.7045,-0.0195,11.73878861,0.387260008,0.029107224
-0.3645,0.4715,-0.8045,-0.9765,0.8295,-0.1875,-0.9645,-0.5635,0.4645,-0.2175,11.72446443,0.680664902,0.0027586
-0.1075,0.8755,0.6725,0.4265,0.4765,0.0855,0.4395,0.7715,-0.9445,0.9795,11.84952037,0.7907541,0.148869095
-0.7245,0.6245,0.7865,-0.8035,0.3335,0.4825,0.8785,-0.8305,0.1765,0.0885,11.72056802,0.85765512,0.124980972
0.9295,-0.3505,0.8935,0.1015,0.7315,0.2895,0.2685,0.7905,0.6415,-0.2785,11.79681053,0.649867269,0
0.1585,-0.3995,-0.1585,0.8465,-0.3615,0.9825,0.1785,0.3345,0.3915,-0.9595,11.79729261,0.213327947,0.125767467
0.6705,0.4545,0.4495,0.3565,-0.5805,0.7075,-0.1695,-0.0545,-0.7575,0.9515,11.7609693,0.394065319,0.006041701
0.8595,-0.2825,0.0005,0.2345,-0.5835,-0.2945,-0.3595,0.2985,0.4885,0.9715,11.77874297,0.446647316,0.072118494
0.6685,0.1995,-0.2975,-0.9095,0.0565,0.2905,-0.2125,0.7185,-0.0845,-0.1855,11.78763567,0.521947545,0.14087946
0.1405,0.5615,-0.9545,0.4155,-0.7105,-0.9805,-0.3935,0.1445,-0.2135,-0.6835,11.72181852,0.404714908,0.006755417
-0.9445,-0.7245,0.2115,-0.5645,0.8165,0.1925,-0.3645,-0.5475,0.9015,0.4265,11.73958968,0.278718402,0.063514646
0.4805,-0.0895,0.3785,-0.9105,-0.3525,-0.2115,-0.3065,-0.6485,-0.0975,0.4165,11.84305101,0.476546566,0.037534698
0.9675,0.1805,-0.4205,-0.3425,-0.6145,-0.3595,-0.4795,0.3455,-0.0825,-0.2685,11.72624697,0.433588081,0
-0.2335,-0.5745,0.1995,-0.0565,0.4375,-0.2785,-0.7305,-0.6215,-0.3135,-0.5065,11.7603878,0.78550181,0.005028291
-0.4865,-0.9585,-0.0155,0.2115,0.6315,0.1885,-0.0365,0.1595,-0.9065,-0.5585,11.80261405,0.180801805,0.073546939
0.2935,-0.3065,0.1785,0.1185,0.2595,-0.9355,-0.0685,0.8745,-0.2235,-0.1155,11.79203482,0.52226022,0.044679229
0.6925,-0.3145,0.2815,0.2685,0.0155,-0.2625,-0.4515,-0.2075,-0.8395,-0.2515,11.73267352,0.546173138,0
-0.6535,0.0735,-0.3945,0.0345,-0.0525,-0.0045,0.1115,-0.2815,0.3125,-0.9375,11.78045966,0.4295277,0.108298322
0.5505,0.6155,0.6815,0.4245,0.6895,-0.6515,-0.3585,-0.8775,0.6085,0.0165,11.74937166,0.670266689,0.153648532
0.3745,0.5015,-0.1845,-0.3265,-0.1845,-0.2775,0.2285,-0.5195,-0.8655,-0.0105,11.86562728,0.399618614,0.127018725
0.5185,0.4315,-0.4625,0.7845,0.8665,-0.0085,0.1915,0.9495,-0.2925,0.5995,11.73652649,0.806075984,0.015202203
0.3405,0.0465,-0.0905,-0.5975,-0.4115,0.1245,-0.5645,0.1375,-0.6205,-0.7355,11.85265038,0.570319152,0.120873973
-0.6605,-0.5665,-0.7555,0.0525,-0.8605,-0.1805,0.5925,0.4185,-0.2485,-0.3725,11.73192787,0.34961326,0
-0.4475,-0.8015,-0.1875,0.8355,0.4585,-0.1555,-0.7955,0.5145,0.3995,-0.9255,11.76858379,0.473148651,0.044744999
0.8935,0.7645,-0.7415,-0.5805,0.0885,0.1625,-0.3745,0.6485,0.4405,0.0495,11.77208349,0.512353284,0.037093094
-0.5775,-0.4825,-0.5235,0.1505,-0.8645,0.4865,-0.5525,0.0165,0.7635,-0.1455,11.87866237,0.29095,0.090056594
0.4515,-0.8785,-0.4815,0.3335,-0.2075,-0.0245,-0.4635,0.8935,-0.9785,0.9355,11.72468904,0.990400552,0.054632221
0.1725,-0.0765,-0.7175,0.2165,-0.2955,0.1725,-0.4695,-0.1185,0.3065,-0.1825,11.79666978,0.312306321,0.076939752
-0.0645,-0.4465,-0.3875,0.4685,-0.1765,-0.7115,0.0865,0.9565,-0.5895,-0.7685,11.72609655,0.45457026,0.11470276
0.3275,-0.5955,0.8095,0.3075,0.8045,0.2095,0.3355,0.5845,-0.8185,-0.3615,11.92727878,0.38815356,0.133264093
0.6365,-0.5215,-0.8505,-0.5885,-0.4795,0.2675,0.2465,0.0325,0.3305,0.0055,11.72812923,0.207218635,0.131117492
-0.2325,-0.2255,-0.4915,0.6505,0.0125,0.7005,-0.1795,-0.6925,-0.8975,-0.2845,11.74378283,0.577325083,0.005548921
0.3245,-0.4555,-0.8665,0.2175,-0.4195,-0.9975,-0.4425,-0.7305,-0.8915,0.9255,12.14066381,0.670825171,0.095659481
0.0125,-0.8245,0.9255,0.6785,0.9185,0.0925,-0.6635,-0.2615,0.9965,0.4055,11.73183739,0.198375147,0.130113289
0.7845,0.4025,-0.4655,-0.9985,0.3045,-0.4965,0.4665,-0.9725,0.0175,-0.4865,11.74903742,0.905042322,0.046589632
-0.0355,0.5055,-0.2015,0.1695,-0.9915,-0.2275,-0.5635,-0.7105,-0.1535,0.0615,11.75346051,0.7170504,0.076413462
-0.1335,0.2155,-0.9845,0.3745,0.8355,0.0005,0.1985,0.6135,-0.4605,0.9085,11.71887395,0.635965639,0.003857673
-0.3855,-0.4995,-0.2505,-0.2545,-0.3695,-0.3505,0.7345,-0.5145,0.8215,-0.6125,11.77866031,0.837544946,0.017385715
0.6075,0.6495,-0.9315,-0.0835,-0.1625,-0.9695,0.1165,-0.7805,-0.4555,-0.8335,11.75690774,0.806902293,0
-0.8015,-0.3325,-0.6005,0.0055,-0.8385,-0.5295,-0.3565,-0.1565,0.1865,-0.9125,11.7625575,0.442920852,0.108876728
-0.3005,0.7345,-0.3485,0.3875,0.7905,-0.0505,0.6945,0.5275,-0.1335,-0.9715,11.99833183,0.56574756,0.157781623
-0.0965,-0.3955,0.3345,-0.5565,0.2645,0.8925,-0.4875,0.4385,-0.1445,0.4865,11.72472371,0.600790023,0.000909163
-0.4505,-0.6575,0.9525,0.3045,0.4885,0.9785,0.8895,0.4345,-0.4075,0.3775,11.84190558,0.744421085,0.127470068
-0.7915,-0.5705,-0.8695,-0.3215,0.7995,0.1265,0.3765,0.4225,0.3555,-0.6255,11.82039514,0.437335648,0
-0.0125,0.7335,-0.3285,-0.6825,-0.5855,-0.2235,0.0695,0.2035,0.2495,0.2585,11.72474471,0.185265873,0.011802735
-0.2955,-0.6935,0.6145,0.3805,-0.0295,-0.1865,0.0045,-0.3265,0.0765,-0.9095,11.78790695,0.443730672,0.131758723
0.1785,0.7295,0.5275,-0.6705,0.9545,-0.0475,0.7465,-0.8405,-0.5795,0.3015,11.92878509,0.742238139,0.132062453
-0.8755,0.4945,-0.0395,0.7985,-0.9305,-0.7925,0.2305,0.5635,-0.9815,-0.8485,11.72009271,0.193791942,0.025390527
0.0775,-0.9905,0.8285,-0.8425,0.5635,0.8275,-0.7805,-0.0435,-0.2205,-0.5875,11.77842941,0.554797994,0.003966841
0.7005,-0.2335,0.4915,-0.9935,0.1025,0.2315,-0.8665,-0.1715,-0.7775,0.0565,11.74924836,0.768611115,0.005380606
0.9965,0.0185,-0.6785,0.3955,0.5735,-0.4055,-0.0845,-0.6425,-0.9645,0.9365,12.00469614,0.395746872,0.172517023
-0.2835,0.0415,0.6505,-0.0675,0.3485,-0.6335,-0.7005,-0.4605,-0.0275,-0.4825,11.72394865,0.669781033,0.016958746
0.1065,0.8705,-0.0365,0.1825,-0.9025,0.7975,0.1315,0.0885,0.6915,-0.7125,11.71907739,0.163622744,0
0.6725,0.7395,-0.0375,-0.8875,-0.8125,-0.6645,0.1135,0.2445,-0.0805,0.2565,11.80510254,0.168259925,0.129878346
-0.9435,0.0025,-0.8075,-0.3225,-0.1075,-0.0055,0.7935,0.3835,0.8865,-0.6105,11.72288105,0.752682499,0.121990558
-0.4585,-0.8405,-0.7715,-0.7025,0.0045,0.6025,-0.6255,0.0655,-0.2945,0.5555,11.71997946,0.546262468,0.123042814
0.1745,-0.6595,0.5635,-0.4725,0.1155,-0.4235,-0.2015,0.1795,0.8975,0.9135,11.82836093,0.305103213,0.138715735
-0.0735,-0.5925,-0.4835,-0.5535,0.9355,-0.4855,0.6275,0.7565,0.2975,-0.0205,11.73009631,0.759132857,0.005042056
-0.8615,0.4845,0.8515,0.4305,0.8055,-0.2075,-0.6785,-0.8635,0.5005,0.9195,11.7747251,0.536797793,0.113088614
-0.5955,0.9255,0.7585,-0.1805,0.6515,-0.8005,-0.3715,0.8015,0.2205,-0.0365,11.79660596,0.520308549,0.002885741
0.9535,0.9385,0.6155,0.4845,0.1195,0.5155,-0.3245,0.7145,0.1175,-0.8645,12.03179323,0.448361748,0.154973347
0.3695,0.4295,0.9905,-0.1335,0.3555,-0.8185,-0.2685,-0.2355,0.7645,0.1705,11.75309178,0.191041944,0.008244699
-0.5855,-0.5475,-0.5435,0.4505,0.3745,-0.9435,-0.1345,0.0465,-0.9715,-0.8585,11.73191135,0.358474495,0.042539798
-0.3135,-0.5105,0.5015,-0.3205,-0.1565,-0.5565,-0.1165,0.9805,-0.6565,0.7575,11.81511609,0.835376859,0.001996321
0.7685,-0.8495,-0.8145,0.4115,-0.5205,-0.6865,0.3505,0.6305,-0.4175,-0.1185,11.73941936,0.374814538,0.000899639
-0.7065,0.5455,0.3775,0.9095,-0.4305,0.4705,-0.5395,-0.9335,-0.3155,-0.9005,11.83075019,0.943038413,0.024871146
0.4535,-0.1415,0.0825,0.1075,-0.4955,0.4845,0.6025,-0.7695,0.7435,0.5515,11.72051919,0.656540539,0.142584121
0.2815,0.7285,0.3065,-0.3005,0.7435,-0.5015,0.6125,0.6765,0.9065,-0.7295,11.74125774,0.741992099,0.14203284
-0.1405,0.0655,0.2005,-0.6415,-0.7485,0.7315,0.3555,0.1995,-0.4185,-0.8615,11.72778863,0.099484045,0.130211734
0.7745,0.3115,0.4965,-0.5895,0.2765,0.3615,-0.7455,-0.5365,-0.7335,0.0775,11.75450502,0.732019631,0.030534853
-0.8485,-0.9195,-0.3025,-0.2575,-0.8145,-0.9675,0.5475,0.6495,0.7425,-0.9605,11.73278933,0.497107304,0.131039659
-0.0695,0.8035,-0.6315,0.4615,0.9905,-0.0925,0.8725,0.5005,0.1815,0.9645,11.74983021,0.919721345,0.000331228
-0.8415,-0.9225,-0.9205,0.1325,0.1135,0.4185,-0.7605,0.2975,0.1855,-0.9635,11.85127019,0.510513991,0.025603958
-0.7255,0.0975,-0.7265,0.3595,0.5195,0.3685,-0.0625,0.2605,-0.0005,0.9425,11.74190771,0.417482268,0.002374715
0.9555,0.2555,0.1825,-0.4505,0.2315,-0.0995,0.5055,0.6775,-0.2155,-0.1165,11.74759494,0.554207979,0.144951503
-0.8295,0.9615,0.3595,-0.3765,0.1335,-0.2325,-0.5615,-0.6435,-0.4115,0.1615,11.7318811,0.644288421,0
0.9775,-0.3425,0.3335,0.6175,-0.8595,0.8865,0.9415,0.8475,0.2875,-0.0165,11.7729121,0.937268202,0.002167947
-0.5605,-0.1945,-0.2075,0.6835,-0.8775,-0.9295,-0.4155,0.0645,-0.3855,-0.2295,11.75863172,0.45823995,0.12883108
0.0665,-0.9335,0.9045,-0.4285,-0.2455,0.7815,-0.7025,-0.3725,0.5785,0.1355,11.73515257,0.424785802,0.000280009
-0.3165,-0.1885,-0.4615,0.6615,-0.6105,-0.4035,0.4275,0.5765,0.3205,0.8915,11.82456786,0.63850693,0.001890636
-0.6915,0.7455,0.9075,-0.5455,-0.0755,0.1995,-0.2215,0.8685,-0.4515,0.8095,11.72113125,0.83989483,0.005235402
-0.9515,0.8825,0.6285,-0.0265,-0.7965,0.8885,-0.6215,-0.3045,-0.1965,-0.3975,11.76008022,0.591901956,0.021797461
-0.7365,0.8295,0.7635,0.4535,0.7465,0.0045,-0.1015,-0.8535,0.4195,-0.1295,11.71866517,0.630212552,0.001361973
-0.4335,0.8995,-0.0005,-0.0905,0.1475,-0.3715,-0.3195,0.7875,0.7785,-0.2625,11.74204767,0.472546064,0.133730517
-0.3725,-0.3105,0.4875,-0.8715,0.6395,0.9665,0.6535,-0.8045,-0.4435,0.2595,11.72126504,0.595391246,0.002184398
0.2615,0.6715,0.0015,-0.2275,0.7095,-0.7505,0.3055,-0.1145,0.7905,0.8275,11.75929096,0.44290609,0.018812974
-0.5705,0.9025,0.3135,-0.7175,0.1885,0.0115,0.3085,0.1845,-0.4985,0.4405,11.82850715,0.262983092,0.141251641
0.7625,0.8055,0.6185,-0.2035,0.2875,-0.2585,-0.4935,-0.4625,0.8675,0.1775,11.85330111,0.353061523,0.138340576
-0.8935,-0.7935,0.4865,0.9235,-0.0265,0.2865,0.0945,0.3605,-0.6085,0.2885,11.80883851,0.346764547,0.004548508
-0.4945,0.9585,0.4995,0.2045,-0.4505,-0.0525,-0.6825,-0.8005,0.3725,0.8875,12.03078002,0.635933157,0.145468662
0.7655,0.6825,0.2475,-0.6305,-0.8245,-0.3835,0.3415,-0.7875,0.7305,0.0245,11.723209,0.663428601,0.000994823
-0.3375,0.3775,-0.5325,-0.1025,0.0725,-0.5215,0.6395,-0.6855,-0.8635,0.1245,11.99322679,0.601490748,0.108599137
0.5565,-0.5445,-0.0955,0.1355,0.5495,-0.6805,-0.7405,0.4095,0.5395,-0.0525,11.72027744,0.415254463,0.152098202
0.0055,0.3025,-0.1555,-0.6355,-0.6365,0.8445,0.6315,0.9325,-0.1635,-0.1915,11.72657649,0.769374011,0.15291134
0.5395,0.4615,-0.1835,-0.3855,0.9275,-0.3775,0.3985,0.8985,0.1705,-0.4105,11.7187778,0.643461546,0.164808409
-0.6135,-0.2985,0.5445,0.9165,0.8485,-0.5245,0.5125,-0.6685,-0.1905,0.5695,11.98949001,0.559295284,0.104817128
-0.4855,0.6945,0.6195,-0.2175,-0.0425,0.7545,-0.2715,-0.3925,-0.4855,-0.0505,11.75703785,0.369882807,0.000632501
0.6865,0.7375,-0.1355,0.8965,-0.5695,0.9915,0.5815,-0.3145,-0.3125,0.4765,11.73952601,0.294667114,0.046928384
0.1175,0.3935,-0.0835,-0.0045,-0.7055,-0.6175,0.8245,-0.8725,-0.2985,0.8405,11.76237322,0.673740533,0.140018664
0.3905,0.1135,-0.3375,-0.0845,-0.8005,-0.3495,0.5575,0.7845,-0.9965,-0.0415,11.71695092,0.521824884,0.136499344
0.0235,0.8125,0.5375,-0.3065,-0.7915,0.0995,0.1385,-0.2005,0.9915,0.2105,11.72054262,0.261252634,0.005207862
-0.7125,0.6815,-0.5945,-0.1745,0.3545,-0.6735,-0.4675,0.3145,-0.2865,0.5825,11.78651883,0.457084388,0
-0.3965,-0.0975,0.1885,-0.5405,-0.7125,-0.4995,-0.5905,-0.7005,-0.2305,0.5355,11.96735772,0.681170383,0.102292197
-0.0335,-0.6165,-0.4475,-0.2155,0.0105,0.9515,-0.3965,0.2845,-0.1205,-0.9205,11.80448893,0.318565223,0.054566148
0.7355,0.4675,0.2455,-0.1445,-0.2095,-0.6495,-0.3615,-0.2725,0.1095,-0.8235,11.76667789,0.487711466,0.001455134
-0.1665,0.0265,-0.4235,0.2525,-0.2705,-0.1675,0.9675,0.4565,-0.3895,-0.3225,11.72997594,0.621381078,0.130804112
-0.0295,-0.3395,-0.0755,0.5805,-0.7745,0.7475,0.9375,-0.7705,0.3275,-0.4965,12.01056748,0.929945186,2.77E-06
-0.4765,-0.0125,0.9375,0.0765,-0.1895,-0.7445,-0.9115,-0.4005,-0.5865,-0.3195,11.722132,0.882951116,0.025572919
0.3415,0.7365,0.9225,0.6415,-0.8315,-0.0125,-0.2955,0.4245,-0.8345,0.3745,11.71918623,0.593152048,0.012095642
-0.0285,0.3375,0.2155,-0.2705,-0.7465,0.7055,0.9825,-0.0275,-0.1425,0.8815,11.73184035,0.635524098,0.156406649
0.6745,0.5825,-0.1065,0.0325,-0.3505,0.4145,0.4615,-0.7135,-0.4825,-0.1015,11.71867272,0.52076917,0.140886865
